dbtools.py[LINE:35]# ERROR    [2018-10-01 16:26:47,262]  DB creation error: (<class 'psycopg2.ProgrammingError'>, ProgrammingError('database "garage" already exists\n',))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,632]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,898]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,898]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,901]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,901]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,903]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,903]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,905]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,905]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,907]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,907]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,909]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,909]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,910]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,911]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,912]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,912]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,914]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,914]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,984]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,984]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,986]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,986]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,042]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,043]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,045]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,045]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,048]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,048]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,049]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,050]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,051]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,051]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,053]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,053]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:14,176]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:14,177]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:18,063]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:18,069]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'Skoda\', \'Rapid\', \'2018\', \'\', \'76186...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:18,667]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:18,668]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:45,054]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:45,055]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:45,088]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:45,088]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:45,091]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:45,091]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:45,447]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:45,447]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:45,528]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:45,528]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:13,906]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:13,906]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:13,907]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:13,908]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:13,910]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:13,910]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:14,046]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:14,046]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:14,049]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:14,049]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:14,052]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:14,052]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:15,100]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:15,100]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:15,191]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:15,192]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:15,300]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:15,306]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Kodiaq\', \'2018\', \'\', \'21021...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:16,593]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:16,593]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:16,596]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:16,596]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:18,718]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:18,719]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:18,722]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:18,722]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:18,767]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:18,767]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:18,769]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:18,769]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:19,786]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:19,786]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:19,789]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:19,789]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:35,283]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:35,283]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:29:48,627]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:29:48,627]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:30:05,678]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:30:05,678]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:30:13,981]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
